idNode,time
3936336488,0.5795626201646524
1020794869,0.4909203848782228
1191451422,0.6540364296125805
598053054,0.5311064398769473
1499211450,0.4915521937937407
1324089623,0.505072467801184
1020794856,0.4915803304587446
1191451407,0.6829220202788667
211558934,0.4507631244924581
4138075751,0.5765509273506927
4364969964,0.704756964552235
3054250727,0.3022254530103124
4050310152,0.3336497542694099
211563526,0.7251298954482696
479475241,0.2112964828678499
4050663628,0.24371231903947027
3525589745,0.4452841436417813
4391453375,0.5895666391445805
1501841356,0.65910850190305
1132218533,0.5800684061341326
1498958229,0.5190772672467732
1132218946,0.24859568809127297
1132219105,0.6211286382777275
1132219195,0.581015152115073
1132219336,0.3522101848464647
1132219571,0.27231935262955453
213667250,0.696064149685518
3848564857,0.638921279265064
1576292949,0.6112246250639625
1576293038,0.588684698160067
1576293111,0.6173072296562524
1576293188,0.6513638483461692
1576293363,0.6717288628763165
1576293454,0.6297985534745362
1576293594,0.6971819245091715
4916008886,0.31633175105422606
617634112,0.708740164454114
1895586617,0.13627983815975522
3812384326,0.8063184790604678
1569742522,0.600712714232458
1569742649,0.5729556418012504
1569742798,0.5325818699641747
1569742944,0.6003969617083869
1569743129,0.5910436767651711
1569743501,0.5264279885925033
4312819441,0.38647391007328513
5273992170,0.4745130329846615
1134063182,0.14577716196728746
1134063349,0.14411066844303327
1134063492,0.15552187331116907
1130131662,0.742147307347588
3712250919,0.34301605169215266
1402763013,0.3355614232830632
617642714,0.6044207703345366
213679952,0.7059669915715493
1503167954,0.614923155764856
1574530206,0.3936035246625963
4312819445,0.38945939580597383
4362903205,0.43692792480166054
1963198212,0.5691318023849941
1020794961,0.4846817598816112
598053043,0.4565982821263401
2011439901,0.41997550286517027
1499211463,0.5057207496084765
3054250167,0.3131996801828393
3054250928,0.2785775465137972
5204958554,0.5681704205897612
1963198203,0.5649320927110784
1020794900,0.5022488672470786
2458393564,0.61629595239135
2011439889,0.42104676403334224
1499211452,0.49219808129224996
3054250165,0.3195938102138414
3054250877,0.2886674956321489
3932434388,0.6611501903193806
2697475095,0.08494579016825303
1126708924,0.4162982757194097
1126709594,0.41989756979863413
5296160894,0.5611735387388825
1503413388,0.8147195449479764
1132218387,0.5263442777429027
1132218619,0.28125790848658083
1132218820,0.26752795787337624
1132218984,0.5634177860160217
1132219116,0.5660195611171254
1132219207,0.6435296611706279
1132219380,0.5457158569070168
1132219605,0.2019040210749942
1151094370,0.38960608227619736
1576292883,0.5440611557811704
1576292962,0.6277338336135091
1576293045,0.639263813549342
1576293120,0.6519540266336541
1576293210,0.619222396775437
1576293381,0.67275904078206
1576293489,0.6345308781720703
1576293634,0.6475772374365533
1910265787,0.4900750990109105
1895586354,0.740312451637356
1895586664,0.13565990122415902
1569742426,0.5599385057607228
1569742549,0.5566275135130991
1569742668,0.5057431609425678
1569742836,0.523867406125295
1569742976,0.5166333267239089
1569743166,0.5817725167876184
1569743685,0.5308813117483093
4312819444,0.3766733921643883
